SAMPLE_NO,SAMPLE_SOURCE_CODE,SAMPLE_SOURCE,ROCK_GROUP_CODE,ROCK_GROUP,LITHO_CODE,LITHO_CONF,LITHOLOGY_NAME,LITHO_MODIFIER,MAP_SYMBOL,STRAT_CONF,STRAT_NAME,COLLECTED_BY,COLLECTORS_NUMBER,COLLECTED_DATE,DRILLHOLE_NUMBER,DH_NAME,DH_DEPTH_FROM,DH_DEPTH_TO,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,SAMPLE_ANALYSIS_NO,OTHER_ANALYSIS_ID,ANALYSIS_PROGRAM,ANALYSIS_TYPE_DESC,LABORATORY,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,K_ppm,LOI_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pr_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
2137660,PULP,"Pulp / powdered rock of known origin, typically a lab return",IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Mau,,Eucarro Rhyolite,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,50.0,51.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1690497,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.09,75416.77692511247,3.9,1e-06,1416.9,2.7,0.25,5934.718100890207,0.09,172.3,8.7,1e-06,2.06,6.0,8.59,5.09,2.17,605.0,33363.642722249424,19.7,9.74,0.81,9.2,1.83,0.05,58525.65166860369,22000.0,85.1,26.0,0.76,7959.9589941506365,697.0260223048327,0.5,16023.73887240356,25.7,65.6,1e-06,916.4702801780571,7.0,1e-06,18.27,1e-06,230.2,1e-06,252.0,0.45,1e-06,2.0,305006.3104753891,12.08,3.0,102.5,1.9,1.44,1e-06,34.47,4615.47683270395,0.62,0.78,4.26,33.0,1e-06,48.6,4.81,37.0,366.0
2137661,QCORE,Sawn quarter drill core,IFE,Igneous Felsic Extrusive,RHYO,,Rhyolite,,Mau,,Eucarro Rhyolite,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,83.0,84.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688480,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,61868.21910558349,5.4,1e-06,1103.0,3.0,0.61,43026.706231454,0.1,143.9,8.6,1e-06,3.51,2.0,7.75,4.55,2.39,563.0,23851.15758550745,15.9,8.91,1e-06,8.3,1.56,0.183,61763.240909845605,108900.0,85.7,17.8,0.69,28462.883676053785,2555.7620817843867,0.4,3486.6468842729964,19.6,63.3,5.0,654.6216286986122,5.0,1e-06,17.96,1e-06,208.1,1e-06,672.0,0.51,1e-06,1e-06,256298.78932361052,11.36,2.0,39.7,1.4,1.38,1e-06,30.03,3536.5341964874424,0.8,0.7,4.01,27.0,1e-06,44.9,4.42,40.0,310.0
2137662,QCORE,Sawn quarter drill core,IFEF,Igneous Felsic Extrusive Fragmental,IGNM,,Ignimbrite,,Mau,,Eucarro Rhyolite,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,101.0,102.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688481,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",1e-06,70918.23233659698,5.1,1e-06,1893.3,3.9,0.21,6083.086053412462,1e-06,153.0,5.0,1e-06,4.04,2.0,8.35,4.84,2.32,535.0,31964.74784919913,15.1,9.0,1e-06,10.1,1.69,0.143,74879.6280923128,29500.0,78.1,13.6,0.75,8080.564433455949,542.1313506815367,0.5,3338.278931750742,22.8,59.7,2.0,829.1873963515756,13.0,1e-06,16.96,1e-06,255.8,1e-06,185.0,0.82,1e-06,1e-06,311924.4612723788,10.74,7.0,69.6,1.7,1.44,1e-06,32.59,4135.94677216328,1.47,0.75,6.78,39.0,1e-06,47.4,4.67,39.0,384.0
2137663,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,118.0,119.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688482,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.08,79703.6252976978,1.9,1e-06,431.1,1.3,0.02,48516.32047477745,0.06,52.3,45.2,68.0,1.93,10.0,5.59,3.1,1.97,629.0,91977.33790305658,20.5,5.9,1e-06,4.0,1.15,0.064,14278.598704964304,66900.0,24.8,55.4,0.43,37447.98890429958,1239.1573729863694,0.4,20548.961424332345,5.8,27.5,61.0,1396.5261412237062,13.0,1e-06,6.6,1e-06,42.7,1e-06,368.0,0.25,28.0,1e-06,216098.72388164353,6.17,1e-06,260.0,0.3,0.95,0.05,4.98,8811.364862434813,0.22,0.45,1.31,240.0,1e-06,29.5,2.75,174.0,149.0
2137664,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,139.0,140.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688483,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.21,81979.35961894681,5.7,1e-06,428.1,0.8,0.17,29896.14243323442,0.05,38.2,53.2,74.0,3.06,20.0,4.98,2.83,1.84,452.0,103028.60740015388,20.1,5.27,1e-06,3.2,1.02,0.132,10708.94902872323,64700.0,17.5,58.4,0.39,49207.01923656757,1471.4993804213136,0.4,24629.080118694357,4.1,22.0,76.0,1352.8846993104653,1e-06,1e-06,5.05,1e-06,38.1,0.003,177.0,1.15,30.0,1e-06,211284.06488103585,5.28,1e-06,193.8,0.2,0.84,0.14,2.35,8931.247377569982,0.3,0.41,0.51,250.0,1e-06,27.2,2.5,180.0,125.0
2137665,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,160.0,161.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688484,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.12,82296.90394284204,1e-06,0.0002,565.8,1.0,0.04,39465.875370919886,0.08,38.7,51.1,75.0,2.62,75.0,5.28,2.81,1.96,416.0,86941.31636007555,21.1,5.45,1e-06,3.3,1.04,0.07,20753.77718744812,60000.0,16.5,64.0,0.37,48603.99204004101,1161.7100371747213,0.3,19732.937685459943,4.2,22.9,74.0,1440.167583136947,1e-06,1e-06,5.3,1e-06,55.0,0.002,324.0,0.06,30.0,1e-06,214602.9074931052,5.4,1e-06,231.8,0.2,0.86,0.06,2.41,9171.012407840317,0.39,0.41,0.72,259.0,1e-06,27.4,2.62,132.0,128.0
2137666,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,182.0,183.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688485,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.07,79703.6252976978,1e-06,1e-06,728.3,0.9,0.07,31305.637982195844,0.05,36.4,48.8,77.0,1.24,1e-06,4.73,2.76,1.78,514.0,97782.7516262153,19.4,5.03,1e-06,3.1,0.97,0.072,16686.036858708285,55100.0,17.1,79.3,0.37,49327.624675872874,1316.6047087980176,0.3,27744.807121661717,3.9,21.4,72.0,1352.8846993104653,1e-06,1e-06,4.87,1e-06,55.5,1e-06,1e-06,0.06,29.0,1e-06,214415.93044453792,4.98,1e-06,310.0,0.2,0.81,0.05,2.35,8691.482347299647,0.34,0.4,0.49,245.0,1e-06,25.6,2.42,185.0,116.0
2137667,QCORE,Sawn quarter drill core,I-EB,Igneous Extrusive Breccia,AUBX,,Autobreccia,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,195.0,196.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688486,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.05,73934.9034136015,1.8,1e-06,560.2,1.4,0.02,51186.94362017804,0.12,41.7,47.9,68.0,0.58,19.0,4.48,2.57,1.74,399.0,91417.77995383646,18.2,4.81,1e-06,2.9,0.92,0.076,15440.810227461401,94800.0,20.5,64.4,0.35,44865.22342157631,1394.0520446096655,0.2,25964.391691394656,3.7,21.5,67.0,1265.6018154839835,34.0,1e-06,5.17,1e-06,40.0,1e-06,72.0,0.08,27.0,1e-06,195531.24853924182,5.01,1e-06,253.9,0.1,0.79,1e-06,2.23,8152.011029191394,0.25,0.37,3.44,225.0,1e-06,24.3,2.36,154.0,111.0
2137668,PULP,"Pulp / powdered rock of known origin, typically a lab return",I-EB,Igneous Extrusive Breccia,AUBX,,Autobreccia,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,220.0,221.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1690498,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.11,81079.65070124372,2.2,1e-06,1047.3,1.1,0.02,28412.462908011865,0.08,45.1,50.6,64.0,1.51,47.0,5.0,3.09,1.76,901.0,91837.44841575157,19.9,5.29,1.04,3.5,1.09,0.06,21168.852731197076,62800.0,20.6,69.0,0.39,52764.87969607429,1316.6047087980176,0.5,19510.385756676555,6.0,23.6,58.0,1178.3189316575022,13.0,1e-06,5.38,1e-06,77.1,1e-06,661.0,0.25,28.0,1.7,213153.83536670875,5.47,1.0,338.0,0.5,0.82,1e-06,4.94,8451.717317029312,0.54,0.42,1.02,237.0,1e-06,28.3,2.62,158.0,129.0
2137669,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,238.0,239.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688487,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,75575.54908706008,1e-06,1e-06,577.0,1.2,0.05,31973.29376854599,0.07,60.3,45.8,56.0,1.68,18.0,5.6,3.19,1.79,495.0,89109.6034133035,17.8,5.82,1e-06,4.1,1.14,0.062,11539.100116221152,62600.0,28.9,70.3,0.45,43478.260869565216,1394.0520446096655,0.2,21587.537091988128,7.3,29.5,60.0,1396.5261412237062,12.0,1e-06,7.38,1e-06,40.9,1e-06,1e-06,0.26,27.0,1e-06,230823.1664563175,6.31,1.0,363.4,0.5,0.96,0.05,7.89,8511.658574596895,0.34,0.47,2.6,229.0,1e-06,29.9,2.88,170.0,150.0
2137670,PULP,"Pulp / powdered rock of known origin, typically a lab return",IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,258.0,259.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1690499,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.11,74569.99206139191,1.6,0.0005,1210.8,1.6,0.04,30860.53412462908,0.19,61.9,43.5,44.0,3.5,64.0,5.67,3.3,1.76,1054.0,85052.80828145765,17.9,6.12,0.84,4.0,1.2,0.057,21085.837622447285,64000.0,29.5,59.0,0.45,41427.9684013749,1703.8413878562578,0.7,20326.409495548964,8.0,30.1,52.0,1265.6018154839835,37.0,1e-06,7.34,1e-06,84.3,1e-06,370.0,0.3,25.0,2.5,226990.1369606881,6.8,1.0,265.6,0.6,0.91,1e-06,8.71,8331.834801894143,0.76,0.49,2.46,226.0,1e-06,30.9,2.92,181.0,155.0
2137671,QCORE,Sawn quarter drill core,I-EF,Igneous Extrusive Fragmental,VOCL,,Volcaniclastic Rock,,Mar,,Roopena Basalt,"FABRIS, A.J.",,22/10/2015,287997,MSDP03,261.0,262.0,2010959,723301.2,6406057.34,53,137.3757486,-32.4602884,137.3757386,-32.4602743,1688488,EX 3551,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.13,75575.54908706008,5.5,1e-06,601.8,2.6,0.6,15949.55489614243,0.06,102.0,45.0,49.0,1.09,20.0,6.17,3.71,2.16,763.0,94145.62495628453,21.3,7.47,0.19,5.6,1.27,0.092,26315.789473684214,56500.0,55.2,113.3,0.55,46794.910450461306,1626.3940520446097,0.9,17062.314540059346,11.3,43.7,57.0,1134.6774897442613,11.0,1e-06,11.43,1e-06,81.7,1e-06,1e-06,0.87,23.0,1e-06,232552.70415556492,8.35,2.0,93.4,0.7,1.13,0.1,14.67,7552.598453515556,0.55,0.56,5.58,203.0,3.0,36.0,3.54,342.0,197.0
2137756,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,842.0,843.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690500,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.09,83620.00529240542,1e-06,0.0005,167.0,0.5,0.02,77522.25519287832,0.15,16.7,37.9,79.0,0.79,152.0,3.74,2.29,1.17,366.0,85192.69776876268,19.3,3.95,1.16,2.3,0.82,0.063,11539.100116221152,17500.0,6.8,25.0,0.28,34553.45836097208,1394.0520446096655,0.3,16691.39465875371,5.8,11.5,50.0,567.3387448721306,1e-06,0.0019,2.33,0.0007,105.9,1e-06,330.0,0.07,35.0,1.7,229794.7926891974,3.36,1e-06,171.1,0.3,0.63,1e-06,1.18,8511.658574596895,0.55,0.32,0.22,323.0,1e-06,21.1,1.96,70.0,84.0
2137757,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,802.0,803.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690501,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.16,81979.35961894681,3.4,0.0004,86.4,0.6,0.01,82418.39762611274,0.21,14.4,44.0,128.0,0.63,160.0,3.61,2.04,1.05,336.0,82674.68699727216,19.0,3.47,1.18,2.0,0.75,0.073,6475.178482483813,12600.0,5.8,23.0,0.25,38473.13513839474,1394.0520446096655,0.5,14540.059347181006,5.1,10.1,67.0,480.05586104564895,5.0,0.0017,2.04,0.0007,52.7,1e-06,407.0,1e-06,36.0,1.3,230682.93366989202,2.96,1e-06,160.9,0.3,0.57,1e-06,1.03,7912.245998921058,0.4,0.29,0.22,312.0,1e-06,19.5,1.78,90.0,75.0
2137758,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,760.0,761.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690502,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.18,77216.19476051866,0.6,0.0004,238.3,1e-06,0.01,73961.4243323442,0.12,13.6,48.8,163.0,0.98,150.0,3.33,1.9,0.98,367.0,83234.24494649227,17.4,3.35,1.21,1.8,0.71,0.066,17516.18794620621,20299.999999999996,5.5,22.0,0.24,43176.74727130194,1548.9467162329618,0.4,13872.403560830859,4.5,9.5,94.0,392.77297721916733,1e-06,0.0016,1.9,0.0007,176.8,1e-06,279.0,1e-06,38.0,1.5,229701.30416491374,2.76,1e-06,144.9,0.3,0.54,1e-06,0.92,7133.009650542469,0.72,0.28,0.2,305.0,1e-06,18.0,1.64,79.0,66.0
2137759,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,720.0,721.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690503,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.11,77745.435300344,4.3,0.0005,83.8,1e-06,0.05,80267.06231454005,0.15,15.5,47.9,130.0,0.89,168.0,3.67,2.18,1.09,346.0,86241.8689235504,18.8,3.63,1.51,2.1,0.78,0.071,8633.571309978417,17700.0,6.3,28.0,0.27,40523.42760658506,1394.0520446096655,0.6,15207.715133531154,5.3,10.9,77.0,567.3387448721306,1e-06,0.0018,2.18,0.0008,65.8,1e-06,389.0,0.1,37.0,2.0,229888.28121348104,3.23,1e-06,155.9,0.3,0.61,1e-06,1.07,8152.011029191394,0.41,0.31,0.24,315.0,1e-06,20.2,1.84,74.0,77.0
2137760,PULP,"Pulp / powdered rock of known origin, typically a lab return",IMI,Igneous Mafic Intrusive,GBRO,,Gabbro,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,680.0,681.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690504,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,69012.96639322572,1e-06,0.0004,12.9,0.9,0.04,46068.249258160235,0.08,27.2,50.7,82.0,0.11,83.0,5.53,3.17,1.37,425.0,103797.99958033154,21.9,5.38,1.15,3.4,1.12,0.096,3154.574132492114,32000.0,11.7,35.0,0.43,40463.1248869324,2013.6307311028504,0.5,35237.388724035605,7.9,17.5,58.0,829.1873963515756,1e-06,0.0026,3.57,0.0014,15.4,1e-06,280.0,0.14,41.0,1.8,226616.1828635535,4.95,1.0,71.8,0.5,0.87,1e-06,1.8,11688.545225678834,0.22,0.44,0.48,367.0,1e-06,29.4,2.71,158.0,120.0
2137761,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,639.0,640.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690505,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.39,76792.80232865838,1e-06,0.0004,187.7,1e-06,0.08,60979.22848664688,0.07,13.9,44.6,111.0,1.35,119.0,3.49,2.02,1.01,333.0,83723.85815205988,18.3,3.38,1.03,2.1,0.74,0.075,14859.704466212854,29400.0,5.6,37.0,0.25,44985.82886088163,1626.3940520446097,0.3,22848.6646884273,4.9,9.9,76.0,480.05586104564895,1e-06,0.0017,1.98,0.0007,127.6,1e-06,187.0,0.2,37.0,1.7,228672.93039779368,2.95,1e-06,140.9,0.3,0.57,1e-06,1.0,7852.304741353474,0.38,0.3,0.25,322.0,1e-06,19.2,1.76,79.0,76.0
2137762,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,GBRO,,Gabbro,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,604.0,605.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690506,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.16,76686.95422069331,0.7,0.0004,139.4,0.5,0.02,62759.64391691395,0.19,15.2,46.3,103.0,1.13,189.0,3.72,2.16,1.05,385.0,85962.08994894032,18.7,3.69,0.93,2.2,0.78,0.072,15025.734683712437,28200.0,6.0,35.0,0.28,42030.995597901456,1471.4993804213136,0.5,22700.29673590504,5.4,10.8,72.0,610.9801867853714,18.0,0.0017,2.16,0.0007,118.3,1e-06,381.0,0.11,35.0,1.9,226896.64843640444,3.26,1e-06,157.7,0.3,0.59,1e-06,1.07,8271.89354432656,0.44,0.3,0.2,317.0,1e-06,20.5,1.84,74.0,80.0
2137763,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,GBRO,,Gabbro,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,559.0,560.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690507,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.17,78645.1442180471,1e-06,0.0004,146.9,0.7,0.01,53931.75074183976,0.09,17.7,44.2,76.0,1.47,149.0,4.24,2.5,1.2,374.0,88899.76918234595,19.2,4.27,1.11,2.6,0.9,0.079,13863.52316121534,23600.0,6.9,36.0,0.29,37990.71338117349,1626.3940520446097,0.4,28264.094955489614,6.0,12.4,60.0,610.9801867853714,1e-06,0.002,2.47,0.0008,101.3,1e-06,211.0,0.1,36.0,1.5,229794.7926891974,3.6,1e-06,188.3,0.4,0.7,1e-06,1.26,9470.718695678237,0.37,0.34,0.31,341.0,1e-06,22.8,2.15,93.0,89.0
2137764,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,GBRO,,Gabbro,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,519.0,520.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690508,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.06,77374.96692246625,1.9,0.0004,172.9,0.6,0.03,69436.20178041543,0.09,14.8,46.7,136.0,1.42,156.0,3.54,2.12,1.04,434.0,84773.02930684759,18.2,3.54,1.11,2.0,0.75,0.07,11788.14544247053,24500.0,6.0,34.0,0.31,40885.243924500995,1394.0520446096655,0.3,23442.13649851632,4.8,10.3,80.0,480.05586104564895,6.0,0.0017,2.11,0.0007,97.3,1e-06,355.0,0.07,37.0,1.5,229093.62875707008,3.09,1e-06,180.5,0.3,0.57,1e-06,1.03,7912.245998921058,0.4,0.3,0.22,320.0,1e-06,19.8,1.84,80.0,74.0
2137765,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,GBRO,,Gabbro,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,480.0,481.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690509,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.07,80074.09367557555,1.8,0.0004,194.1,0.6,0.01,49703.264094955484,0.1,16.8,41.7,102.0,1.81,186.0,4.08,2.31,1.16,447.0,83723.85815205988,18.4,4.04,0.95,2.3,0.83,0.077,15357.795118711609,28300.0,6.8,38.0,0.29,40161.61128866912,1626.3940520446097,0.4,27225.519287833824,5.7,11.9,57.0,610.9801867853714,1e-06,0.0018,2.37,0.0008,123.1,1e-06,223.0,1e-06,36.0,2.3,229374.094329921,3.48,1e-06,178.3,0.3,0.66,1e-06,1.15,8871.306120002399,0.38,0.34,0.23,324.0,1e-06,22.2,2.0,91.0,85.0
2137766,QCORE,Sawn quarter drill core,IMI,Igneous Mafic Intrusive,DOLR,,Dolerite,,N-g,,Gairdner Dolerite,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,439.0,440.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690510,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.09,81503.043133104,1e-06,0.0005,384.3,1e-06,0.01,69658.7537091988,0.11,13.5,44.6,253.0,1.63,107.0,2.97,1.78,0.94,417.0,76029.93635028327,17.4,3.0,1.12,1.7,0.63,0.055,21002.822513697494,22700.0,5.1,32.0,0.22,44382.80166435506,1626.3940520446097,0.3,17359.050445103858,4.2,8.6,91.0,480.05586104564895,1e-06,0.0014,1.71,0.0007,105.6,1e-06,272.0,0.18,36.0,1.6,230682.93366989202,2.55,1e-06,173.3,0.2,0.48,1e-06,0.91,6533.597074866631,0.48,0.25,0.21,289.0,1e-06,16.4,1.5,70.0,62.0
2137768,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma12,,Gawler Range Volcanics unit 12,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,434.0,435.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690512,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.22,70812.38422863191,6.3,0.0003,797.3,1.9,0.03,58976.261127596445,0.33,95.9,45.0,1e-06,12.31,14.0,8.42,4.77,2.93,1184.0,109603.41330349025,23.8,9.48,1.07,6.2,1.65,0.09,17848.24838120538,17400.0,44.6,18.0,0.64,23819.57426279925,2400.8674101610904,1.3,17507.418397626112,10.5,47.0,9.0,2749.4108405341717,48.0,1e-06,11.61,1e-06,67.9,1e-06,689.0,0.39,30.0,1.8,230215.4910484738,10.08,2.0,332.6,0.7,1.44,1e-06,9.08,14505.784331355271,0.53,0.67,2.33,313.0,1e-06,46.3,4.11,192.0,250.0
2137769,QCORE,Sawn quarter drill core,IME,Igneous Mafic Extrusive,BSLT,,Basalt,,Ma12,,Gawler Range Volcanics unit 12,"FABRIS, A.J.",,30/10/2015,287998,MSDP04,419.0,420.0,2010960,717635.36,6408771.38,53,137.3148856,-32.4369474,137.3148756,-32.4369333,1690513,EX 3564,,GEOCHEMISTRY,"Genalysis Laboratory Services Pty Ltd, W.A.",0.09,66260.9155861339,3.6,1e-06,1216.0,2.4,0.03,34495.548961424334,0.52,137.2,29.1,1e-06,1.98,12.0,10.86,6.12,3.71,1534.0,99041.75701196057,22.4,12.51,1.18,8.4,2.27,0.105,36941.723393657645,31100.0,64.0,29.0,0.81,19236.56756919737,2710.656753407683,0.9,15949.55489614243,13.8,67.3,1e-06,3884.0883302784327,94.0,1e-06,16.13,1e-06,117.9,1e-06,227.0,0.24,24.0,2.4,239798.0647875473,13.99,3.0,129.8,0.9,1.82,1e-06,13.65,14086.195528382186,0.66,0.86,2.48,129.0,1e-06,57.3,5.28,300.0,318.0
