SAMPLE_NO,SAMPLE_SOURCE_CODE,SAMPLE_SOURCE,ROCK_GROUP_CODE,ROCK_GROUP,LITHO_CODE,LITHO_CONF,LITHOLOGY_NAME,LITHO_MODIFIER,MAP_SYMBOL,STRAT_CONF,STRAT_NAME,COLLECTED_BY,COLLECTORS_NUMBER,COLLECTED_DATE,DRILLHOLE_NUMBER,DH_NAME,DH_DEPTH_FROM,DH_DEPTH_TO,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,SAMPLE_ANALYSIS_NO,OTHER_ANALYSIS_ID,ANALYSIS_PROGRAM,ANALYSIS_TYPE_DESC,LABORATORY,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Ho_ppm,In_ppm,K_ppm,LOI_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pr_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
2605054,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10027.0,02/09/2015,287995,MSDP01,113.0,114.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128440,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,64300.0,11.0,1e-06,1500.0,1.0,0.2,16800.0,1e-06,42.7,34.0,80.0,1.0,192.0,6.2,3.2,2.2,,121000.0,19.8,6.8,,3.4,1.12,0.1,51400.0,,5.95,50.0,0.4,38000.0,1280.0,1.0,1500.0,4.5,26.0,28.0,1050.0,24.0,,5.95,,141.0,1e-06,500.0,0.5,25.0,1e-06,,6.35,1.1,232.0,0.1,1.02,1e-06,3.8,7750.0,0.8,0.4,2.0,215.0,1e-06,26.0,2.7,168.0,119.0
2605055,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10028.0,02/09/2015,287995,MSDP01,114.0,115.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128441,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,71900.0,6.0,1e-06,504.0,1.0,0.1,27800.0,1e-06,46.4,38.0,80.0,0.8,156.0,5.95,3.1,2.0,,96100.0,19.0,6.8,,3.6,1.14,0.05,14600.0,,6.25,50.0,0.4,42700.0,1910.0,1.0,25200.0,5.0,26.4,34.0,1200.0,12.0,,6.25,,40.4,1e-06,250.0,0.3,30.0,1e-06,,6.1,1.3,209.0,0.1,0.98,1e-06,4.3,8800.0,0.3,0.45,1.3,230.0,1e-06,26.6,2.7,184.0,135.0
2605056,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10029.0,02/09/2015,287995,MSDP01,115.0,116.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128442,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,76800.0,2.0,1e-06,578.0,1.0,0.1,24700.0,1e-06,41.6,42.0,80.0,1.9,98.0,5.85,3.35,1.9,,83200.0,20.0,6.4,,3.8,1.16,0.1,9700.0,,5.65,70.0,0.46,50600.0,1930.0,1.5,27000.0,5.0,24.8,32.0,1300.0,9.0,,5.65,,36.2,1e-06,300.0,1e-06,30.0,1e-06,,5.8,1.3,344.0,0.1,0.96,1e-06,4.7,9400.0,0.3,0.45,1.1,240.0,1e-06,30.0,3.05,216.0,142.0
2605057,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10030.0,02/09/2015,287995,MSDP01,134.0,135.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128443,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,72800.0,5.0,1e-06,374.0,1.5,1e-06,17700.0,1e-06,50.5,36.0,70.0,1.1,12.0,4.8,2.75,1.65,,106000.0,20.2,5.6,,3.4,0.96,0.05,11500.0,,6.35,80.0,0.38,47400.0,1380.0,1e-06,28000.0,4.5,25.8,36.0,1050.0,16.0,,6.35,,29.8,1e-06,1e-06,0.2,25.0,1e-06,,5.55,1.2,174.0,1e-06,0.8,1e-06,4.4,7500.0,0.2,0.4,1.5,235.0,1e-06,24.1,2.55,200.0,121.0
2605058,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10031.0,02/09/2015,287995,MSDP01,135.0,136.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128444,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,86600.0,4.0,1e-06,602.0,1.0,1e-06,18300.0,1e-06,46.4,46.0,80.0,1.8,50.0,5.8,3.0,2.45,,78900.0,21.4,7.2,,3.8,1.08,0.1,15900.0,,6.65,70.0,0.4,54300.0,1550.0,1e-06,29900.0,5.0,29.1,44.0,1200.0,8.0,,6.65,,46.2,1e-06,1e-06,1e-06,28.0,1e-06,,6.75,1.3,378.0,1e-06,1.0,1e-06,4.8,8750.0,0.3,0.4,1.9,220.0,1e-06,26.7,2.75,236.0,140.0
2605059,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10032.0,02/09/2015,287995,MSDP01,136.0,137.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128445,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,79600.0,4.0,1e-06,804.0,1.0,0.1,21000.0,1e-06,49.0,38.0,80.0,0.6,536.0,5.8,3.2,1.9,,82500.0,22.0,6.6,,3.8,1.12,0.05,15000.0,,6.45,60.0,0.44,44600.0,1500.0,1e-06,32000.0,5.0,27.7,40.0,1250.0,13.0,,6.45,,43.4,1e-06,750.0,0.2,28.0,1e-06,,6.25,1.6,201.0,0.1,0.96,1e-06,5.4,8900.0,0.3,0.45,2.4,225.0,1e-06,29.1,2.95,208.0,148.0
2605060,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10033.0,02/09/2015,287995,MSDP01,137.0,138.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128446,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,63600.0,8.0,1e-06,576.0,1.0,1e-06,9800.0,1e-06,63.6,32.0,80.0,1.2,110.0,6.0,3.05,1.9,,167000.0,19.8,7.2,,3.6,1.14,0.1,22300.0,,7.65,50.0,0.4,33900.0,1140.0,1.0,20400.0,5.0,30.7,26.0,1150.0,39.0,,7.65,,64.4,1e-06,200.0,0.4,28.0,1e-06,,6.45,1.3,84.5,1e-06,1.0,1e-06,4.2,8150.0,0.4,0.45,1.3,230.0,1e-06,27.7,2.7,160.0,127.0
2605061,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10034.0,02/09/2015,287995,MSDP01,138.0,139.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128447,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,80600.0,3.0,1e-06,500.0,1.0,1e-06,22500.0,1e-06,47.6,46.0,80.0,0.6,80.0,5.9,3.35,2.0,,75300.0,23.4,6.6,,4.0,1.18,0.05,10400.0,,6.4,70.0,0.44,53000.0,1750.0,1e-06,31800.0,5.0,27.8,38.0,1350.0,42.0,,6.4,,34.6,1e-06,100.0,1e-06,32.0,1e-06,,6.2,1.4,224.0,0.1,0.96,1e-06,4.8,9500.0,0.2,0.45,1.9,240.0,1e-06,30.1,3.0,254.0,148.0
2605062,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10035.0,02/09/2015,287995,MSDP01,139.0,140.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128448,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,75800.0,5.0,1e-06,540.0,1.5,0.1,15800.0,1e-06,46.5,44.0,80.0,3.1,126.0,5.8,3.15,2.05,,86100.0,21.8,6.6,,3.8,1.12,0.1,12700.0,,6.7,90.0,0.44,57000.0,1670.0,1e-06,22600.0,5.0,28.9,34.0,1250.0,35.0,,6.7,,41.8,1e-06,150.0,1e-06,30.0,1e-06,,6.45,1.4,208.0,0.1,0.96,1e-06,4.7,9100.0,0.3,0.45,1.3,235.0,1e-06,28.1,3.0,292.0,141.0
2605063,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10036.0,02/09/2015,287995,MSDP01,146.0,147.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128449,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,86500.0,4.0,1e-06,800.0,1.5,1e-06,23000.0,1e-06,52.6,48.0,80.0,2.5,14.0,5.9,3.25,2.1,,81200.0,25.6,6.8,,3.8,1.16,0.1,24000.0,,7.25,40.0,0.46,39400.0,1680.0,1.0,28800.0,5.0,30.4,44.0,1400.0,19.0,,7.25,,84.0,1e-06,1e-06,1e-06,32.0,1e-06,,6.6,1.4,198.0,0.1,0.98,1e-06,4.8,9600.0,0.5,0.45,0.8,245.0,1e-06,29.3,2.95,284.0,145.0
2605064,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10037.0,02/09/2015,287995,MSDP01,147.0,148.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128450,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,88200.0,5.0,1e-06,850.0,1.0,1e-06,20400.0,1e-06,58.2,36.0,70.0,2.6,26.0,6.15,3.3,2.2,,77600.0,25.8,7.2,,4.4,1.18,0.05,24200.0,,8.0,40.0,0.44,35000.0,1600.0,1e-06,29900.0,6.5,33.1,32.0,1200.0,32.0,,8.0,,87.2,1e-06,1e-06,1e-06,28.0,1e-06,,6.95,1.5,211.0,0.3,1.0,1e-06,6.4,8550.0,0.5,0.45,1.3,215.0,1e-06,30.2,3.05,232.0,151.0
2605065,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10038.0,02/09/2015,287995,MSDP01,148.0,149.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128451,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,84400.0,5.0,1e-06,880.0,2.0,1e-06,34600.0,1e-06,70.6,36.0,50.0,2.7,20.0,6.25,3.45,2.1,,62900.0,23.8,7.6,,5.2,1.2,0.05,23900.0,,9.3,60.0,0.44,36500.0,1390.0,1e-06,26800.0,8.0,36.7,32.0,1300.0,37.0,,9.3,,85.6,1e-06,1100.0,1e-06,24.0,1e-06,,7.25,1.7,262.0,0.3,1.04,1e-06,10.0,8050.0,0.4,0.45,2.5,190.0,1e-06,30.1,3.0,198.0,190.0
2605066,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10039.0,02/09/2015,287995,MSDP01,149.0,150.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128452,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,79000.0,4.0,1e-06,680.0,1.0,1e-06,26000.0,1e-06,60.6,38.0,70.0,0.6,40.0,6.0,3.3,2.1,,69200.0,24.0,6.8,,4.4,1.14,0.05,22500.0,,8.05,60.0,0.44,40600.0,1560.0,1e-06,31000.0,6.5,33.4,34.0,1350.0,25.0,,8.05,,68.6,1e-06,1e-06,1e-06,28.0,1e-06,,7.0,1.7,160.0,0.2,1.0,1e-06,8.0,9050.0,0.3,0.45,2.0,195.0,1e-06,30.1,3.05,198.0,164.0
2605067,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10040.0,02/09/2015,287995,MSDP01,150.0,151.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128453,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,79500.0,6.0,1e-06,590.0,1.0,1e-06,23800.0,1e-06,51.5,40.0,80.0,0.4,26.0,5.8,3.1,1.95,,77800.0,22.2,6.6,,3.8,1.1,0.05,14900.0,,6.95,70.0,0.42,40200.0,1600.0,1e-06,34900.0,5.0,29.8,32.0,1300.0,32.0,,6.95,,48.8,1e-06,100.0,1e-06,29.0,1e-06,,6.55,1.4,215.0,0.1,0.94,1e-06,5.6,8750.0,0.3,0.45,1.1,220.0,1e-06,27.5,2.9,200.0,142.0
2605068,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10041.0,02/09/2015,287995,MSDP01,165.0,166.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128454,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,69500.0,4.0,1e-06,1120.0,1.0,0.1,23200.0,1e-06,65.2,48.0,80.0,0.6,124.0,6.75,3.65,2.35,,107000.0,23.4,8.2,,4.6,1.3,0.1,35200.0,,8.7,80.0,0.5,48900.0,2080.0,1.0,9300.0,5.5,37.6,22.0,1650.0,31.0,,8.7,,93.0,1e-06,100.0,1e-06,31.0,1e-06,,7.8,1.7,80.0,1e-06,1.12,1e-06,6.3,10800.0,0.5,0.5,2.5,240.0,1e-06,33.5,3.3,208.0,168.0
2605069,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10042.0,02/09/2015,287995,MSDP01,166.0,167.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128455,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,70100.0,4.0,1e-06,230.0,1.0,1e-06,28300.0,1e-06,46.3,42.0,90.0,0.3,28.0,5.65,3.1,1.9,,68400.0,25.0,6.2,,3.8,1.1,0.1,12000.0,,6.3,80.0,0.42,42200.0,1730.0,1e-06,31900.0,5.0,27.4,26.0,1350.0,13.0,,6.3,,32.0,1e-06,1e-06,1e-06,30.0,1e-06,,6.05,1.4,98.5,0.1,0.92,1e-06,4.4,9200.0,0.2,0.45,1.5,240.0,1e-06,26.9,2.85,186.0,139.0
2605070,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10043.0,02/09/2015,287995,MSDP01,167.0,168.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128456,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,73200.0,6.0,1e-06,232.0,1.0,1e-06,32900.0,1e-06,48.3,36.0,90.0,0.3,172.0,6.1,3.45,2.15,,82500.0,22.0,7.4,,4.2,1.2,0.05,9500.0,,6.8,50.0,0.46,32100.0,1400.0,1e-06,38600.0,5.0,30.3,26.0,1450.0,65.0,,6.8,,27.8,1e-06,1e-06,1e-06,33.0,1e-06,,7.0,1.4,134.0,0.1,1.0,1e-06,4.9,9950.0,0.2,0.5,1.1,250.0,1e-06,29.4,3.1,160.0,149.0
2605071,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10044.0,02/09/2015,287995,MSDP01,168.0,169.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128457,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,78300.0,4.0,1e-06,1360.0,2.0,1e-06,23100.0,1e-06,54.6,42.0,90.0,1.6,22.0,6.75,3.65,2.4,,65300.0,22.6,8.0,,4.2,1.26,0.1,15800.0,,7.5,60.0,0.48,39800.0,1530.0,1e-06,33600.0,5.0,33.9,26.0,1500.0,17.0,,7.5,,65.8,1e-06,150.0,1e-06,33.0,1e-06,,7.5,1.4,364.0,1e-06,1.08,1e-06,5.0,10200.0,0.3,0.5,1.2,240.0,1e-06,33.2,3.3,188.0,146.0
2605072,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10045.0,02/09/2015,287995,MSDP01,169.0,170.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128458,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,75900.0,5.0,1e-06,914.0,1.5,1e-06,16100.0,1e-06,57.7,44.0,110.0,3.2,40.0,6.3,3.35,2.35,,99400.0,21.0,7.6,,4.0,1.2,0.1,15200.0,,7.5,70.0,0.44,51000.0,1800.0,1e-06,26700.0,6.0,31.6,28.0,1500.0,23.0,,7.5,,50.8,1e-06,1e-06,1e-06,31.0,1e-06,,6.85,1.4,390.0,0.2,1.08,1e-06,5.3,10100.0,0.4,0.45,1.2,275.0,1e-06,28.5,2.9,232.0,151.0
2605073,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10046.0,02/09/2015,287995,MSDP01,170.0,171.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128459,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,73500.0,7.0,1e-06,562.0,2.0,1e-06,18200.0,1e-06,54.9,42.0,90.0,3.4,14.0,5.5,3.1,2.1,,85000.0,22.2,6.8,,3.8,1.08,0.1,15300.0,,7.0,80.0,0.4,51400.0,1870.0,1e-06,21900.0,5.5,29.7,26.0,1500.0,18.0,,7.0,,43.0,1e-06,1e-06,0.2,29.0,1e-06,,6.4,1.4,207.0,0.2,0.94,1e-06,4.8,9600.0,0.3,0.4,1.0,225.0,1e-06,27.1,2.65,246.0,143.0
2605074,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10047.0,02/09/2015,287995,MSDP01,171.0,172.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128460,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,71800.0,6.0,1e-06,624.0,1.5,1e-06,16700.0,1e-06,56.6,36.0,110.0,2.2,56.0,5.65,3.15,2.05,,108000.0,21.0,6.6,,3.8,1.1,0.05,18300.0,,7.15,60.0,0.4,42300.0,1390.0,1e-06,25400.0,6.0,30.3,24.0,1450.0,22.0,,7.15,,56.4,1e-06,1e-06,1e-06,29.0,1e-06,,6.3,1.4,147.0,0.2,0.94,1e-06,4.9,9600.0,0.4,0.45,0.9,265.0,1e-06,27.6,2.7,202.0,146.0
2605075,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10048.0,02/09/2015,287995,MSDP01,172.0,173.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128461,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,74600.0,5.0,1e-06,522.0,1.5,1e-06,16500.0,1e-06,52.1,42.0,90.0,2.3,16.0,5.5,2.95,2.0,,83100.0,21.8,6.6,,3.8,1.06,0.05,17600.0,,6.95,60.0,0.4,45700.0,1580.0,1e-06,24400.0,5.5,29.6,24.0,1500.0,20.0,,6.95,,61.6,1e-06,1e-06,1e-06,30.0,1e-06,,6.3,1.4,152.0,1e-06,0.9,1e-06,4.9,9800.0,0.4,0.4,0.9,265.0,1e-06,27.6,2.7,228.0,146.0
2605076,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10049.0,02/09/2015,287995,MSDP01,173.0,174.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128462,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,75300.0,6.0,1e-06,660.0,1.0,1e-06,17100.0,1e-06,56.8,40.0,110.0,1.8,26.0,5.65,3.1,2.1,,88800.0,21.6,6.6,,3.8,1.1,0.05,19600.0,,7.25,40.0,0.42,39200.0,1360.0,1e-06,28600.0,5.0,29.9,28.0,1550.0,26.0,,7.25,,64.0,1e-06,1e-06,1e-06,31.0,1e-06,,6.55,1.3,160.0,1e-06,0.96,1e-06,5.0,10100.0,0.4,0.45,1.2,255.0,1e-06,28.7,2.7,224.0,146.0
2605077,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10051.0,02/09/2015,287995,MSDP01,174.0,175.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128463,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,77100.0,6.0,1e-06,652.0,1.0,1e-06,16700.0,1e-06,54.3,40.0,110.0,2.0,20.0,5.85,3.1,2.05,,88600.0,22.0,6.6,,3.8,1.1,0.05,20100.0,,7.1,40.0,0.42,39400.0,1560.0,1e-06,27500.0,5.5,30.0,24.0,1500.0,20.0,,7.1,,65.8,1e-06,1e-06,1e-06,31.0,1e-06,,6.35,1.4,166.0,0.1,0.94,1e-06,4.9,10100.0,0.4,0.45,0.9,265.0,1e-06,28.1,2.75,238.0,142.0
2605078,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10052.0,02/09/2015,287995,MSDP01,175.0,176.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128464,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,75600.0,4.0,1e-06,634.0,1.5,1e-06,21300.0,1e-06,56.7,44.0,110.0,2.1,40.0,5.7,3.15,2.0,,89700.0,23.2,6.6,,3.8,1.1,0.1,17400.0,,7.2,50.0,0.44,43100.0,1600.0,1e-06,27200.0,6.0,29.8,26.0,1500.0,21.0,,7.2,,54.0,1e-06,1e-06,1e-06,31.0,1e-06,,6.4,1.4,179.0,0.2,0.94,1e-06,4.9,10100.0,0.4,0.45,1.0,265.0,1e-06,28.3,2.8,320.0,148.0
2605079,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10053.0,02/09/2015,287995,MSDP01,176.0,177.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128465,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,75400.0,3.0,1e-06,608.0,1.0,1e-06,20100.0,1e-06,54.3,42.0,90.0,1.9,24.0,5.55,2.95,1.9,,74700.0,22.6,6.4,,3.8,1.06,0.05,17800.0,,6.75,40.0,0.4,39300.0,1550.0,1e-06,27300.0,5.5,28.9,26.0,1450.0,31.0,,6.75,,53.0,1e-06,1e-06,1e-06,29.0,1e-06,,6.05,1.4,174.0,0.1,0.9,1e-06,4.8,9400.0,0.4,0.4,0.9,250.0,1e-06,26.8,2.65,282.0,143.0
2605080,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10054.0,02/09/2015,287995,MSDP01,177.0,178.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128466,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,86900.0,3.0,1e-06,672.0,1.5,1e-06,24900.0,1e-06,58.6,42.0,90.0,2.3,26.0,5.7,3.1,2.1,,71400.0,23.2,6.6,,3.8,1.1,0.05,17300.0,,7.5,60.0,0.42,46100.0,1580.0,1e-06,28800.0,6.0,30.9,36.0,1500.0,22.0,,7.5,,47.8,1e-06,1e-06,1e-06,29.0,1e-06,,6.6,1.4,232.0,0.2,0.96,1e-06,5.3,9500.0,0.3,0.4,0.9,230.0,1e-06,27.4,2.7,294.0,149.0
2605081,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10055.0,02/09/2015,287995,MSDP01,178.0,179.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128467,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,0.4,81500.0,6.0,1e-06,684.0,2.0,1e-06,21800.0,1e-06,62.8,34.0,70.0,2.2,106.0,5.45,2.95,1.95,,68000.0,20.8,6.6,,4.0,1.02,0.05,22400.0,,7.95,60.0,0.4,38400.0,1330.0,1e-06,28700.0,7.0,31.7,32.0,1300.0,67.0,,7.95,,70.4,1e-06,1e-06,1e-06,24.0,1e-06,,6.25,1.5,241.0,0.3,0.9,1e-06,7.4,8250.0,0.4,0.4,2.4,190.0,1e-06,26.6,2.65,202.0,160.0
2605082,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10056.0,02/09/2015,287995,MSDP01,179.0,180.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128468,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,73000.0,6.0,1e-06,340.0,1.0,1e-06,19200.0,1e-06,45.6,34.0,90.0,0.4,126.0,4.75,2.75,1.5,,95900.0,22.0,5.4,,3.6,0.96,0.05,19200.0,,5.6,70.0,0.38,38200.0,1340.0,1e-06,30500.0,5.0,23.4,26.0,1400.0,39.0,,5.6,,45.2,1e-06,1e-06,1e-06,25.0,1e-06,,5.05,1.4,85.5,1e-06,0.76,1e-06,4.8,8250.0,0.3,0.4,1.5,255.0,1e-06,24.5,2.45,156.0,141.0
2605083,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10057.0,02/09/2015,287995,MSDP01,180.0,181.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128469,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,71400.0,6.0,1e-06,294.0,1.0,1e-06,22300.0,1e-06,44.9,30.0,80.0,0.4,50.0,4.55,2.6,1.3,,74000.0,19.2,5.2,,3.4,0.92,1e-06,14300.0,,5.5,50.0,0.34,29400.0,1170.0,1e-06,35800.0,5.0,22.7,34.0,1200.0,12.0,,5.5,,41.0,1e-06,1e-06,1e-06,24.0,1e-06,,4.65,1.2,113.0,1e-06,0.72,1e-06,4.7,7800.0,0.2,0.35,1.0,180.0,1e-06,24.1,2.35,118.0,136.0
2605084,DC,Drill core,,,,,,,,,,KINGSTON RESOURCES LTD.,10058.0,02/09/2015,287995,MSDP01,181.0,182.0,2010954,724658.48,6408349.26,53,137.3896326,-32.4393574,137.3896226,-32.4393433,2128470,,,GEOCHEMISTRY,Bureau Veritas Minerals Adelaide,1e-06,79000.0,6.0,1e-06,536.0,1.0,1e-06,17300.0,1e-06,46.0,38.0,80.0,0.5,92.0,4.9,2.8,1.75,,73300.0,23.0,5.8,,3.6,0.98,0.05,21400.0,,6.25,70.0,0.4,43400.0,1500.0,1e-06,28900.0,5.5,25.9,36.0,1250.0,13.0,,6.25,,60.4,1e-06,1e-06,1e-06,25.0,1e-06,,5.5,1.2,138.0,0.1,0.8,1e-06,4.9,8300.0,0.3,0.4,1.4,190.0,1e-06,25.7,2.4,164.0,141.0
